TITLE,original_genre,predicted_genre
Nami no bon (1983),drama,drama
"""Social Media Hangout"" (2014)",talk-show,documentary
John Blazer (2017),thriller,comedy
American Tigers (1996),action,action
"""Counterfeit Cat"" (2016)",animation,comedy
Desert Mesa (1935),western,western
Classic Rhythm and Blues Vol. 5 (1988/I),documentary,documentary
DeSiCiTi (2009),comedy,comedy
Frequent Flyer (1996),drama,drama
The Last Herd (2014),documentary,documentary
Le Monologue du Chaos (2018),action,comedy
Aftermath: Unanswered Questions from 9/11 (2003),short,documentary
Chhota Bheem Banjara Masti (2014),animation,drama
Bébert et l'omnibus (1963),comedy,comedy
Coal Rush (2012),documentary,documentary
Queens of Hip Hop (2003),documentary,documentary
A Number (2008),drama,drama
Solomon's Requiem (2004),horror,horror
La joven casada (1975),drama,drama
Disruption (2014/II),documentary,documentary
Overruled (2016),documentary,documentary
The Cigar Collector (2011),comedy,drama
Joy (2016/I),drama,drama
Timbo (2017),short,documentary
Local 70 (1975),short,documentary
3 Knee Deep (2016),action,drama
Shiv Parvati (2012),animation,documentary
Unchained Melody (2009),drama,drama
The False Code (1919),drama,comedy
Awaargi (1990),drama,drama
20 Minutes of Action (2016),documentary,documentary
Queen of Thursdays (2016),documentary,documentary
Listener's Choice (2013),short,drama
A Mysterious Robber (2012),thriller,western
A Yellow Bird (2016),drama,drama
Agent trouble (1987),thriller,drama
Dawn (2014/I),drama,drama
The Dead Sea (????/I),action,drama
First Day at Big School (2016),documentary,documentary
Movie Madness (1982),comedy,drama
The Fighting Spirit (2007),documentary,drama
The Making of a Rock Star (2001),music,documentary
Elvis (2018),crime,comedy
Before I Die (2018),horror,horror
The Elephant in the Living Room (2010),documentary,documentary
Survive the Savage Sea (1992),drama,comedy
"""Prica o fotografiji"" (1983)",documentary,documentary
The Revolution Won't Be Televised (2016),documentary,documentary
Blumenthal (2013),comedy,drama
Epic Love (2016),romance,drama
"""Final Set"" (2015)",horror,comedy
Brainblast! (2017),short,drama
Wounded (2017/I),drama,drama
Shelter in Place (2009),documentary,documentary
Iris (????/I),drama,drama
Texas Lady (1955),western,drama
Cappers (2018),documentary,documentary
The Texas Marshal (1941),western,western
Rizhao Chongqing (2010),drama,drama
District Zero (2015),documentary,documentary
The Green Chain (2007),drama,documentary
Hidden Guns (1956),western,western
Biunui wangbi (1970),drama,drama
Kairaku Onsenkyô: Nyotaiburo (1981),comedy,comedy
The Misleading Lady (1932),comedy,drama
Scantraxx: 15 Years of Hardstyle (2017),documentary,documentary
O Vendedor de Sonhos (2016),drama,comedy
Charlie (2012/VIII),short,drama
"""Three 60 TV"" (2006)",comedy,documentary
The Lost Tribe (1949),adventure,drama
Viral (2015/III),horror,drama
Lal Patthar (1971),drama,drama
Fantasy (1979),adult,drama
Baby's Bath (1899/I),short,short
"""Tierra De Nadie"" (2015)",horror,comedy
The Best of the Benny Hill Show: Vol. 1 (1981),comedy,comedy
Dickson Greeting (1891),short,documentary
"""Business Boomers"" (2014)",documentary,documentary
Dr. Sensitive (????),comedy,comedy
Rise of a Texas Bluesman: Stevie Ray Vaughan 1954-1983 (2014),documentary,documentary
"""Feel the Force"" (2006)",comedy,drama
Sumnjivo lice (1967),comedy,drama
Behind Closed Doors (2013/II),drama,drama
Against the Tide (2009/II),documentary,documentary
Cupid and Psyche (1897),short,short
Pursuing the Monarchs (2017),documentary,drama
Le principe du canapé (2003),short,comedy
The Curious Case of Vitamins and Me (2015),documentary,documentary
2 to Tangle (2013),drama,drama
911: Ten Years After (2012),documentary,documentary
Tales of Old Edinburgh (1997),history,documentary
Sam's Son (1984),drama,drama
Hole in One: 2 (????),comedy,comedy
Rengeteg (2003),drama,short
The Bliss of Mrs. Blossom (1968),comedy,drama
Under the Rug (2011/II),documentary,documentary
Serious Business (1999),comedy,comedy
Trust (2006/I),drama,drama
A Brand New Life (1973),drama,drama
"""Asylum: The Lost Interrogations"" (2015)",comedy,short
Windy Ledge Farm (1932),short,short
"""Las promesas de la tierra. Historia de la agricultura en México."" (2010)",documentary,documentary
Something's on the Roof (????),horror,horror
Elevator: A Short Film (2016),short,short
Dangerous Charter (1962),thriller,drama
Unheard Voices and Notes to Myself (2012),documentary,documentary
Rodney Fickle Online Athlete (2014),comedy,comedy
Dream in American (2011),drama,drama
Making of 'Chá' (1987),documentary,documentary
E-A-G-L-E-S: The Movie (2005),sport,documentary
Riding Shotgun (1954),western,western
Yuvaraju (2000),romance,drama
L'ora di lezione (2017),short,drama
The Archaeology of Comedy (2008),comedy,comedy
Empire of Danger (2004),sci-fi,sci-fi
Mask (2013/I),documentary,documentary
27 aprile Racconto di un evento (2014),documentary,documentary
The Nail: The Story of Joey Nardone (2009),drama,drama
"""El Estado de México, su historia y su gente, Capítulo IV"" (2011)",documentary,documentary
Paul und Lila (2002),short,drama
Beyond our arena (2015),documentary,documentary
Sleep Furiously (2008),documentary,documentary
The John Glenn Story: A Return to Space (1998),documentary,documentary
O Amuleto (2015),thriller,horror
Behind the Action in 'Biker Boyz' (2003),action,documentary
The Mysterious Mind of Kylor Creighton (????),drama,drama
Jwanita (2015),thriller,drama
Razor Wire Rodeo (2006),documentary,documentary
"Gertrude Stein: When This You See, Remember Me (1970)",documentary,documentary
"""Law of the Dragon"" (2011)",documentary,documentary
Zihron Devarim (1995),drama,drama
Running Wild (2017),drama,drama
Rashichakra: Mesh (2010),drama,drama
Mirrors to Windows: The Artist as Woman (2015),documentary,documentary
The Path of Happiness (1916),drama,drama
Didi - Der Doppelgänger (1984),comedy,comedy
Saving Egyptian Film Classics (2002),documentary,documentary
Wolf's Clothing (1927),comedy,comedy
"""Fluiters"" (2016)",thriller,documentary
"""Pedagogicheskaya poema"" (1969)",drama,drama
The Ernie Game (1967),drama,drama
Läkaren som vägrade ge upp (2016),documentary,drama
One Onion Canon [OOC] (2007),short,documentary
Tajemství pouze sluzební (2016),drama,drama
Forest of the Damned (2005),horror,horror
"X-Men, Vol. 1: The Tomorrow People (2003)",animation,documentary
"""La lucha de José María Morelos"" (2010)",documentary,documentary
The Whip (1917),drama,documentary
Ramta Jogi (2015),romance,drama
"""Hashoter Hatov (Good Cop)"" (2015)",comedy,comedy
Geppetto's Secret (2005),animation,documentary
Carpet Boy (????),drama,documentary
"""Temptation"" (2005)",game-show,documentary
El rati horror show (2010),documentary,documentary
Kidnapped (1987),thriller,drama
Bikini Paradise (1967),comedy,drama
Close Enough to Touch (2002),drama,drama
Happy Holidays (2007),romance,drama
Maggie's War (2012),documentary,documentary
"""Marinara"" (2004)",fantasy,drama
Balekok és banditák (1997),comedy,drama
The Lost Volcano (1950),adventure,drama
Mojo (1997),drama,drama
"Adiós, Mimí Pompón (1961)",comedy,drama
Boys School (2017),documentary,documentary
3 Minute Wonder: Made in India - The House Remembers (2007),history,documentary
"Virgen de Guadalupe, entre la fe y la razón (2002)",history,documentary
The Rally-LA (2016),drama,drama
Whores' Glory (2011),documentary,documentary
Manufacturing Stoke (2011),documentary,documentary
Tweetstock 007 (2012),short,comedy
Los Sures (1984),documentary,documentary
Kira Kiralina (1928),drama,documentary
When We First Met (1984),drama,drama
The Bouncer (1998),action,drama
Me vs. Me (2018),romance,comedy
The Sacred (2009),horror,documentary
"""Tall Hopes"" (1993)",comedy,drama
Kamerdyner (2017),drama,documentary
Labeled (2014),documentary,documentary
The Russian Job (2017),documentary,documentary
The Magnet (1950),comedy,drama
Lachenite obuvki na neznayniya voin (1979),drama,drama
Gott schützt die Liebenden (2008),drama,drama
Four Quarters (2014),drama,documentary
"""Svenska slag"" (2007)",history,documentary
Mexican Bloodbath (2010),action,drama
Mondovino (2004),documentary,documentary
The Presidents' Gatekeepers (2013),documentary,documentary
Life in Rainbow (2016),adventure,drama
Rebel Rossa (2016),documentary,documentary
A Kind of Hush (1999),drama,drama
"Best of the Jammys, Volume Two (2007)",music,documentary
Wolfsburg (2003),drama,drama
Madrid (1974),short,documentary
In Our Time (1944),drama,comedy
Friends in High Places (2001),documentary,documentary
Home Theater Movie Trailer Intro: Welcome to Our Theatre (2007),short,comedy
Michou d'Auber (2007),drama,drama
"Happy Birthday, Harris Malden (2008)",comedy,comedy
Tokyo Pop (1988),comedy,comedy
Na Cidade Vazia (2004),drama,drama
Fire and Ice (????/III),animation,drama
De poel (2014),horror,horror
Pardon My Postpartum (2008),documentary,documentary
The UnGodly Pastor (2017),drama,documentary
Hichestan (2013),drama,documentary
"""Oh, Those Bells"" (1962)",comedy,comedy
Naked Trip (2008),drama,documentary
Hitchcock et la nouvelle vague (2007),documentary,documentary
Mig äger ingen (2013),drama,drama
The Wilde Girls (2001),drama,comedy
La Sapienza (2014),drama,drama
L'amour violé (1978),drama,drama
The L.A. X (2016),short,drama
We Are Going to Be Ok (2016),short,documentary
Up the Creek (1984),comedy,comedy
Wazir (2016/II),short,drama
Companions to None (2007),documentary,documentary
"""Hang the DJ"" (1999)",comedy,drama
Megafoot (????),horror,horror
High School Record (2005),comedy,documentary
Hans Christian Anderson (1970),musical,comedy
Standards of Ethical Conduct (2009),comedy,drama
A Long Hot Summer in Palestine (2017),documentary,documentary
Sloppy the Psychotic (2012),horror,drama
Dungeon Warrior: Legend of the Blue Diamond (2016),adventure,drama
Bittere Kirschen (2011),drama,drama
The Black Line (2016),documentary,documentary
From Russia with Cash (2015),documentary,drama
Red Runway (2013),thriller,drama
Real (2005),short,short
Bride (2011),mystery,drama
Mallory's Bondage Ball (2010),adventure,adventure
Skeleton Key 3 Part 2 (2017),horror,documentary
Celebrities Join Bullies Keep Out Against Domestic Violence - Enough (2017),short,documentary
All Women Have Secrets (1939),comedy,comedy
"""Film Banter"" (2016)",talk-show,documentary
Splitting Heirs (1993),comedy,drama
Aarohi Gosht Tighanchi (2012),drama,drama
Flavor of the Month (2006),adult,comedy
Caballos (2015),drama,documentary
La loi des rues (1956),drama,drama
"""There's Something About Megan"" (2017)",music,drama
The Interrogation (1998),adventure,adventure
L'absence (2009/II),drama,drama
Blood Circus (2017),action,drama
Gangsta Brown Master of the Game (2016),short,documentary
Treasure of the Golden Condor (1953),adventure,comedy
Ian's Eyes (2016),horror,comedy
Lobi Singi (2015),adventure,drama
Genji: Kamui sôran (2006),action,documentary
Buddhistische Stille (2008),documentary,documentary
America Needs a Racial Facial (2016),short,documentary
Bava Bava Panneeru (1989),comedy,drama
Making History Live (2008),history,documentary
Reverse Affect (????),sci-fi,drama
Relativity (2002),short,drama
Rudy Connelly Calls the Shots (2013),comedy,comedy
Othello (????/III),thriller,drama
Lâ'l (????),drama,drama
Surya (2007),documentary,documentary
Harlem Rides the Range (1939),western,western
Gloria mundi (1976),drama,drama
Wolf Tracer's Dinosaur Island (2004),animation,horror
Feng qi yun yong dou kuang lung (1976),action,action
"""The Keepers"" (????)",action,documentary
Echoes from Chernobyl (2011),documentary,documentary
"Not Me, Murphy (2013/I)",drama,short
"""Comment devenir une légende"" (2016)",family,comedy
This Joint Is Jumpin' (2000),documentary,documentary
The White Room (1989),drama,comedy
Tugumi (1990),drama,drama
Zindagi Ek Juaa (1992),action,drama
Dos noches (1996),short,drama
We'll Let You Know (2015),drama,comedy
"""The Channel X News Team & The Battle for the Future"" (2009)",comedy,drama
Gulabi Raaten (1990),crime,drama
The Kingham Hill Project (2011),drama,horror
Point of Deception (2014),action,action
Tommy Chong Presents Comedy at 420 (2013),comedy,comedy
Born in China (2016),documentary,documentary
"""Original Drama Shorts"" (2014)",drama,drama
Touched by Auschwitz (2015),documentary,documentary
"""The Trials of Apollo"" (2016)",adventure,drama
Between the Miles (2015),drama,drama
Fly Like a Bumblebee (????),drama,drama
One Nation (2008),documentary,documentary
Don't Count Me Out (2016),documentary,documentary
The Curse of the Living Corpse (1964),horror,drama
4 Men & Monica (2017),comedy,documentary
"""The Blessed Ignorance of Men"" (2015)",comedy,comedy
The Next Corner (1924),romance,drama
Collide (2016/II),short,drama
Get on Board: Freedom Ride 2004 (2008),short,documentary
C Street (2016),comedy,comedy
Emerald Run (2017),adventure,drama
Cloud Waltzing (1987),drama,drama
"""GOBLIN"" (2017)",action,drama
Bad Boy & Iceman: A Closer Look (2004),documentary,documentary
"""Jul i Blodfjell"" (2017)",comedy,drama
El entusiasmo (1998),drama,drama
History Quest (2011),reality-tv,documentary
DELTA STATE: Slipping Into the Future (2016),sci-fi,drama
Early Winter (2015),drama,drama
Prem Geet (2016),romance,drama
Godal (1987),drama,comedy
Gunslinger (1956),western,western
The Core (2005/I),documentary,documentary
The Blue Veil (1951),drama,drama
Mud Man (2016),drama,thriller
Ad-Vice for a Prophet (2005),short,short
"""Explaining to an Alien"" (2017)",comedy,sci-fi
Broken Still One (2017),documentary,documentary
"""Sudan's Forgotten Films"" (2017)",documentary,documentary
Shifting Gaze (2012),short,short
EuroAmerican (2004),short,short
"""Zona"" (2006)",drama,drama
TV One Night Only: Live from the Essence Music Festival (2011),music,documentary
Persephone (2008),short,documentary
Captain Abu Raed (2008),drama,drama
Chiayi Symphony (2004),documentary,documentary
Fatal Deception: Mrs. Lee Harvey Oswald (1993),biography,drama
A Few Things About Robert Irwin (2017),short,documentary
Electric Shadows (2004),documentary,documentary
Shadey (1985),comedy,drama
Cheeks 5: Cop a Feel (1991),adult,comedy
The Ends of the Earth (1982),documentary,documentary
Sortie 234 (1988),short,comedy
Unconquering the Last Frontier (2000),documentary,documentary
Dear Walt (2016),documentary,documentary
Desamores (2004),drama,drama
"Mädchen, die sich selbst bedienen (1976)",comedy,comedy
Rose Madder (????),horror,drama
Bachelor Girls (2016),documentary,documentary
Mass Stupidity (2007),comedy,comedy
The Cuban Hip Hop All-Stars (2004),documentary,documentary
Vangels IRA (????),sci-fi,drama
BLINK (????),thriller,drama
Recession Proof (2009),drama,comedy
Far Too Gone (2004),comedy,documentary
Keys to the Code: Unlocking the Secrets in Symbols (2007),documentary,documentary
The Interns 2 (2011),adult,comedy
Punk Love (2006),drama,drama
Good Things Too (1996),drama,drama
"Two Living, One Dead (1961)",drama,drama
Campus Chillout! (2009),documentary,documentary
Auf direktem Umweg (2014),documentary,documentary
"""David Beckham's Soccer USA"" (2007)",sport,documentary
Morrissey: Who Put the M in Manchester (2005),music,documentary
Taboo 12 (1994),adult,adult
"""Olive and the Rhyme Rescue Crew"" (2010)",animation,documentary
